chromosome	start	end	strand	ddb_g	genename	description
chr1	2849081	2849365	-	DDB_G0307769	DDB_G0307769_RTE	partial ORF1 protein of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr1	2849483	2849972	-	DDB_G0307754	DDB_G0307754_RTE	partial ORF2 protein of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr1	2850044	2850116	+	DDB_G0294729	tRNA-Gln-UUG-3	transfers a glutamine residue to a growing polypeptide chain during protein synthesis%0A
chr1	2850392	2851120	+	DDB_G0270872	DDB_G0270872_ps	putative pseudogene%2C similar to the conserved hypothetical Dictyostelium protein that contains a weak von Willebrand factor%2C type A domain
chr1	2851126	2851466	-	DDB_G0269480	DDB_G0269480_ps	putative pseudogene%3B similar to a family of D. discoideum genes%2C including %3Ca href%3D%22%2Fgene%2FDDB_G0292092%22%3EDDB_G0292092%3C%2Fa%3E and %3Ca href%3D%22%2Fgene%2FDDB_G0269958%22%3EDDB_G0269958%3C%2Fa%3E
chr1	2852550	2854865	+	DDB_G0269482	DDB_G0269482	conserved hypothetical %3Ci%3EDictyostelium%3C%2Fi%3E protein%3B contains a weak von Willebrand factor%2C type A domain
chr1	2855252	2855324	-	DDB_G0294787	tRNA-Gln-UUG-4	transfers a glutamine residue to a growing polypeptide chain during protein synthesis%0A
chr1	2855765	2857099	+	DDB_G0270536	DDB_G0270536_RTE	ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr1	2859071	2859931	+	DDB_G0269484	DDB_G0269484	NA
chr1	2860257	2863558	+	DDB_G0269486	DDB_G0269486	NA
chr1	2863702	2864193	-	DDB_G0269488	DDB_G0269488	NA
chr1	2864584	2866468	-	DDB_G0269160	nxnA	calcium-regulated phospholipid- and membrane-binding protein
chr1	2869010	2869331	-	DDB_G0269492	DDB_G0269492_ps	putative pseudogene%3B fragment%3B similar to D. discoideum gene %3Ca href%3D%22%2Fgene%2FDDB_G0288393%22%3EDDB_G0288393%3C%2Fa%3E
chr1	2869907	2872362	-	DDB_G0270538	DDB_G0270538	NA
chr1	2873819	2874859	+	DDB_G0270540	DDB_G0270540	NA
chr1	2875151	2876971	-	DDB_G0269494	DDB_G0269494	NA
chr1	2877753	2877825	+	DDB_G0294731	tRNA-Lys-UUU-5	transfers a lysine residue to a growing polypeptide chain during protein synthesis%0A
chr1	2878932	2882063	-	DDB_G0269496	gacZ	NA
chr1	2883107	2884312	-	DDB_G0269498	DDB_G0269498	NA
chr1	2884549	2886392	-	DDB_G0295761	nle1	NA
chr1	2887577	2888427	+	DDB_G0269500	DDB_G0269500	similar to D. purpureum protein%3B contains 5 predicted transmembrane domains
chr1	2888658	2894331	+	DDB_G0269502	nup160	component of the nuclear pore complex%2C which plays a role in RNA export
chr1	2895800	2898550	+	DDB_G0269214	abcG1	half transporter%2C consisting of one ABC domain and one transmembrane domain
chr1	2898939	2899652	-	DDB_G0269504	DDB_G0269504	conserved in Dictyostelids%3B predicted to have structural similarity to the NFT2-like superfamily (nuclear transport factor)%3B there are two highly similar genes%2C %3Ca href%3D%22%2Fgene%2FDDB_G0269506%22%3E%3Ci%3EDDB_G0269506%3C%2Fi%3E%3C%2Fa%3E and %3Ca href%3D%22%2Fgene%2FDDB_G0269508%22%3E%3Ci%3EDDB_G0269508%3C%2Fi%3E%3C%2Fa%3E%2C downstream
chr1	2900455	2901168	-	DDB_G0269506	DDB_G0269506	conserved in Dictyostelids%3B predicted to have structural similarity to the NFT2-like superfamily (nuclear transport factor)%3B there are two highly similar genes%2C %3Ca href%3D%22%2Fgene%2FDDB_G0269504%22%3E%3Ci%3EDDB_G0269504%3C%2Fi%3E%3C%2Fa%3E and %3Ca href%3D%22%2Fgene%2FDDB_G0269508%22%3E%3Ci%3EDDB_G0269508%3C%2Fi%3E%3C%2Fa%3E%2C upstream and downstream
chr1	2902023	2902736	-	DDB_G0269508	DDB_G0269508	conserved in Dictyostelids%3B predicted to have structural similarity to the NFT2-like superfamily (nuclear transport factor)%3B there are two highly similar genes%2C %3Ca href%3D%22%2Fgene%2FDDB_G0269506%22%3E%3Ci%3EDDB_G0269506%3C%2Fi%3E%3C%2Fa%3E and %3Ca href%3D%22%2Fgene%2FDDB_G0269504%22%3E%3Ci%3EDDB_G0269504%3C%2Fi%3E%3C%2Fa%3E%2C upstream
chr1	2903199	2904480	-	DDB_G0269122	cysA	catalyzes the reaction cystathionine %2B H%3Csub%3E2%3C%2Fsub%3EO %3C%3D%3E 2-oxobutanoate %2B L-cysteine %2B NH%3Csub%3E3%3C%2Fsub%3E
chr1	2905172	2906360	-	DDB_G0269510	vps37	putative component of the ESCRT-I complex (endosomal sorting complex required for transport)
chr1	2906854	2908497	+	DDB_G0269232	DDB_G0269232	conserved in D. purpureum and P. pallidum%3B REMI mutant arrests at the finger stage (see %3Ca href%3D%22http:%2F%2Fwiki.dictybase.org%2Fdictywiki%2Findex.php%2FDDB_G0269232%22%3Ecommunity annotation%3C%2Fa%3E) 
chr1	2908706	2909031	-	DDB_G0269512	DDB_G0269512	NA
chr1	2909436	2910548	-	DDB_G0269514	DDB_G0269514	NA
chr1	2911005	2911890	-	DDB_G0269174	rab1C	similar to rab1
chr1	2912518	2912643	-	DDB_G0269516	DDB_G0269516	NA
chr1	2913067	2913153	+	DDB_G0294733	tRNA-Trp-CCA-2	transfers a tryptophan residue to a growing polypeptide chain during protein synthesis%0A
chr1	2913781	2918690	+	DDB_G0270544	gdt6	member of the TKL (tyrosine kinase-like) group and the GDT family%3B unlikely to function as a kinase as it does not contain a catalytic aspartate%3B putative transmembrane protein
chr1	2919137	2921794	+	DDB_G0270548	gdt10_ps	putative pseudogene%3B related to the GDT (growth-development transition) family of protein kinases
chr1	2922116	2925271	-	DDB_G0269126	DDB_G0269126	contains a signal peptide%3B small gene family in D. discoideum%3B D. purpureum has a single gene%3B REMI mutant arrests at the finger stage (see %3Ca href%3D%22http:%2F%2Fwiki.dictybase.org%2Fdictywiki%2Findex.php%2FDDB_G0269126%22%3Ecommunity annotation%3C%2Fa%3E) 
chr1	2926042	2931347	+	DDB_G0270550	gdt4	member of the TKL (tyrosine kinase-like) group and the GDT family%3B putative transmembrane protein
chr1	2931465	2932451	-	DDB_G0270878	DDB_G0270878	NA
chr1	2933712	2938961	-	DDB_G0270880	gflC	contains a plant homeodomain (PHD) finger motif%3B no other sequence similarity exists outside this small domain
chr1	2940068	2941175	-	DDB_G0270882	nosip	NA
chr1	2941556	2941915	-	DDB_G0270884	abnA	very similar to Acanthamoeba actobindin%3B contains two actin-binding WH2 (Wiskott Aldrich syndrome homology region 2) domains
chr1	2942536	2942924	-	DDB_G0269518	abnB	very similar to Acanthamoeba actobindin%3B contains two actin-binding WH2 (Wiskott Aldrich syndrome homology region 2) domains
chr1	2943585	2943988	+	DDB_G0269520	abnC	very similar to Acanthamoeba actobindin%3B contains two actin-binding WH2 (Wiskott Aldrich syndrome homology region 2) domains
chr1	2944304	2945241	-	DDB_G0269522	DDB_G0269522	NA
chr1	2946561	2947922	-	DDB_G0269526	argD	catalyzes the reaction N%3Csub%3E2%3C%2Fsub%3E-acetyl-L-ornithine %2B 2-oxoglutarate %3D N-acetyl-L-glutamate 5-semialdehyde %2B L-glutamate
chr1	2948285	2950264	-	DDB_G0269528	fslD	similar to G-protein-coupled receptors%2Ffrizzled proteins%3B contains 7 putative transmembrane domains and a potential signal sequence
chr1	2951187	2953550	+	DDB_G0270552	DDB_G0270552	contains one C2H2-type zinc finger motif and 2 ankyrin repeats%3B contains 2 predicted coiled-coil domains
chr1	2954280	2954993	+	DDB_G0269530	DDB_G0269530	conserved in Dictyostelium%3B predicted to have structural similarity to the NFT2-like superfamily (nuclear transport factor)
chr1	2955284	2955724	+	DDB_G0269532	DDB_G0269532	NA
chr1	2956743	2957453	+	DDB_G0269534	DDB_G0269534	NA
chr1	2958224	2958937	+	DDB_G0269536	DDB_G0269536	NA
chr1	2959764	2960474	+	DDB_G0269538	DDB_G0269538	NA
chr1	2961358	2962071	+	DDB_G0269540	DDB_G0269540	NA
chr1	2962520	2963833	-	DDB_G0269542	DDB_G0269542_RTE	partial ORF2 of tRNA-specific non-long terminal repeat retrotransposon TRE3-D%3B refer to Genbank AF135841 for partial consensus element
chr1	2963981	2965972	-	DDB_G0270886	DDB_G0270886_RTE	partial ORF2 of tRNA-specific non-long terminal repeat retrotransposon TRE3-D%3B refer to Genbank AF135841 for partial consensus element
chr1	2966061	2966907	-	DDB_G0270888	DDB_G0270888_RTE	partial ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE3-D%3B refer to Genbank AF135841 for partial consensus element
chr1	2967080	2967161	-	DDB_G0294785	tRNA-Ser-UGA-3	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr1	2967350	2968528	-	DDB_G0269544	act32	NA
chr1	2969017	2974040	+	DDB_G0269546	DDB_G0269546	ortholog of H. sapiens KIAA0528
chr1	2974419	2975425	-	DDB_G0269548	limG	contains 3 zinc-binding LIM domains%3B LIM domains are found in proteins with differing functions%2C including gene expression%2C and cytoskeleton organisation and development
chr1	2975759	2977120	+	DDB_G0269550	samm50	similar to the mammalian SAMM50 proteins%2C homologs of yeast SAM50%2C a component of the mitochondrial outer membrane sorting assembly complex
chr1	2978336	2980393	-	DDB_G0269188	snwA	SKIP ortholog%3B binds cyclophilin E (cypE) in a cyclosporin-independent manner
chr1	2981116	2981944	+	DDB_G0269104	calB	NA
chr1	2982129	2982680	-	DDB_G0269552	lsmd1	snRNP Sm family protein%3B similar to H. sapiens LSMD1%2C and to S. pombe U6 snRNP-associated protein Lsm7
chr1	2983180	2987875	+	DDB_G0269554	suvA	the D. melanogaster ortholog%2C su(var)3-9 has a central role in heterochromatin-induced gene silencing
chr1	2988150	2988932	+	DDB_G0270554	DDB_G0270554	NA
chr1	2989310	2990097	+	DDB_G0269556	DDB_G0269556	NA
chr1	2990411	2993319	-	DDB_G0269242	fcsA	catalyzes the reaction ATP %2B a long-chain carboxylic acid %2B CoA %3D AMP %2B diphosphate %2B an acyl-CoA%3B mediates the retrieval of fatty acids from endosomes to the cytoplasm
chr1	2994626	2996280	-	DDB_G0269558	gnt11	distant relative of CAZy family GT14%3B similar to xylosyltransferase
chr1	2996712	2998612	-	DDB_G0269560	DDB_G0269560	NA
chr1	2998816	2999433	+	DDB_G0269562	DDB_G0269562	NA
chr1	2999912	3000916	+	DDB_G0270556	syn1B	similar to syntaxin 1%2C a subfamily of the SNARE family (Soluble NSF Attachment Protein REceptor) involved in vesicle fusion
chr1	3001192	3001250	+	DDB_G0295495	r35	small non-coding RNA (59-60 nt) containing 5%27 and 3%27 ends predicted to form a stem structure%3B localizes to the cytoplasm
chr1	3002229	3006724	+	DDB_G0269210	abcG14	full transporter%2C consisting of two ABC domains and two transmembrane domains
chr1	3007465	3008125	+	DDB_G0269176	racF1	NA
chr1	3008412	3008483	-	DDB_G0294783	tRNA-Glu-UUC-4	transfers a glutamic acid residue to a growing polypeptide chain during protein synthesis%0A
chr1	3009708	3012882	-	DDB_G0270828	DDB_G0270828	conserved protein of unknown function
chr1	3013601	3014302	-	DDB_G0269564	DDB_G0269564	NA
chr1	3015026	3015487	-	DDB_G0269566	DDB_G0269566	similar to D. purpureum protein
chr1	3016390	3017663	+	DDB_G0270558	DDB_G0270558	NA
chr1	3017741	3018878	-	DDB_G0269568	med7	ortholog of the mediator of RNA polymerase II transcription subunit 7%3B the mediator complex functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery
chr1	3019090	3020441	+	DDB_G0269570	rabggta	catalyzes the transfer of a geranyl-geranyl moiety from geranyl-geranyl pyrophosphate to both cysteines in Rab proteins with an -XXCC%2C -XCXC and -CCXX C-terminal%3B forms a hetero-dimer with the %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0290671%22%3E%3Ci%3Ebeta%3C%2Fi%3E%3C%2Fa%3E subunit
chr1	3020703	3025206	-	DDB_G0269194	trfA	NA
chr1	3029557	3034180	+	DDB_G0269212	abcG11	full transporter%2C consisting of two ABC domains and two transmembrane domains
chr1	3034894	3039544	-	DDB_G0269572	DDB_G0269572	similar to D. purpureum protein
chr1	3041058	3041915	-	DDB_G0269574	dcd3B	catalyzes the reaction N-acylsphingoside %2B H%3Csub%3E2%3C%2Fsub%3EO %3D a carboxylate %2B sphingosine
chr1	3042784	3047317	-	DDB_G0270560	mybP	contains two Myb DNA-binding domains%3B putative ortholog of the nuclear receptor corepressor 2 (also known as NCOR2%2C SMRT%2C TRAC and SMAP270 in mammalian cells)
chr1	3048022	3049597	-	DDB_G0270562	acy1	catalyzes the reaction: N-acyl-L-amino acid %2B H2O %3D  carboxylate %2B L-amino acid (EC 3.5.1.14)
chr1	3049822	3051393	+	DDB_G0269576	DDB_G0269576	contains one FAD-binding domain and one berberine like domain
chr1	3051829	3052746	-	DDB_G0269578	DDB_G0269578	NA
chr1	3054343	3055725	+	DDB_G0270564	DDB_G0270564	NA
chr1	3055800	3057686	-	DDB_G0269128	DDB_G0269128	contains two transmembrane domains%3B REMI mutant forms aberrant fruiting bodies%2C see %3Ca href%3D%22http:%2F%2Fwiki.dictybase.org%2Fdictywiki%2Findex.php%2FDDB_G0269128%22%3Ecommunity annotation%3C%2Fa%3E
chr1	3059126	3062012	-	DDB_G0269140	gapA	IQGAP-related protein involved in the completion of cytokinesis
chr1	3064049	3065362	+	DDB_G0269580	DDB_G0269580	NA
chr1	3066210	3069104	+	DDB_G0269582	DDB_G0269582	NA
chr1	3070710	3072419	+	DDB_G0270566	DDB_G0270566	the C-terminal DDHD domain is a metal binding domain often found in phospholipases
chr1	3072947	3074455	+	DDB_G0269584	DDB_G0269584	NA
chr1	3074692	3075105	-	DDB_G0269586	DDB_G0269586	NA
chr1	3075849	3077228	+	DDB_G0270568	DDB_G0270568	very similar to %3Ci%3ED. purpureum%3C%2Fi%3E protein
chr1	3077286	3078470	-	DDB_G0269588	DDB_G0269588	NA
chr1	3078895	3083055	-	DDB_G0269590	DDB_G0269590	contains 8 transmembrane domains
chr1	3083994	3085319	-	DDB_G0269592	DDB_G0269592	NA
chr1	3087129	3089970	+	DDB_G0269594	DDB_G0269594	NA
chr1	3090844	3091928	+	DDB_G0269596	DDB_G0269596	NA
chr1	3092703	3093698	+	DDB_G0269598	DDB_G0269598	NA
chr1	3093873	3094763	+	DDB_G0270570	DDB_G0270570	NA
chr1	3096057	3096885	+	DDB_G0270890	DDB_G0270890	NA
chr1	3096976	3098088	-	DDB_G0269600	DDB_G0269600	NA
chr1	3098695	3108214	+	DDB_G0270572	pks2	putative type I iterative polyketide synthase
chr1	3109107	3109977	+	DDB_G0270892	DDB_G0270892	NA
chr1	3110201	3111767	-	DDB_G0269602	slc35b2	putative adenosine 3%27-phospho 5%27-phosphosulfate transporter%3B belongs to the drug%2Fmetabolite transporter (DMT) superfamily%2C nucleotide-sugar transporter family%3B similar to human SLC35B2%3B contains 8 predicted transmembrane domains
chr1	3112632	3114887	+	DDB_G0270574	DDB_G0270574	NA
chr1	3115235	3116332	+	DDB_G0269604	DDB_G0269604_ps	putative pseudogene%3B fragment%2C similar to neighboring %3Ca href%3D%22%2Fgene%2FDDB_G0269606%22%3EDDB_G0269606%3C%2Fa%3E and %3Ca href%3D%22%2Fgene%2FDDB_G0270574%22%3EDDB_G0270574%3C%2Fa%3E
chr1	3116884	3119058	+	DDB_G0269606	DDB_G0269606	NA
chr1	3119127	3130279	-	DDB_G0269150	lvsA	contractile vacuole protein involved in response to hypoosmotic stress and required for cytokinesis
chr1	3131550	3134161	+	DDB_G0269608	DDB_G0269608	NA
chr1	3136522	3141488	+	DDB_G0269610	gxcT	interacts with racE%3B contains a RhoGEF domain%2C a pleckstrin homology (PH) domain%2C a C2H2-type zinc finger and an IQ calmodulin-binding domain
chr1	3141822	3144837	-	DDB_G0270578	DDB_G0270578	NA
chr1	3146250	3147915	+	DDB_G0269614	DDB_G0269614	NA
chr1	3148640	3149056	+	DDB_G0269616	aplG	splice variant A contains a putative signal peptide
chr1	3150646	3151839	+	DDB_G0269618	DDB_G0269618	NA
chr1	3152348	3153799	+	DDB_G0270580	DDB_G0270580	conserved protein of unknown function
chr1	3155421	3157129	+	DDB_G0270582	DDB_G0270582	peptidase M20 family zinc metallopeptidases%2C which are glutamate carboxypeptidases%3B contains peptidase dimerization domain
chr1	3157203	3158848	-	DDB_G0269246	pyd2	ortholog of the human DPYS%3B defects in DPYS cause cause of DHP (dihydropyrimidinase) deficiency%3B second enzyme in the reductive pyrimidine degradation pathway (EC 3.5.2.2)%3B catalyzes the reaction: 5%2C6-dihydrouracil %2B H%3Csub%3E2%3C%2Fsub%3EO %3D 3-ureidopropanoate
chr1	3159757	3161048	-	DDB_G0269620	DDB_G0269620	NA
chr1	3162116	3163141	-	DDB_G0269622	DDB_G0269622	NA
chr1	3163747	3164674	-	DDB_G0349030	DDB_G0349030	NA
chr1	3164918	3165853	-	DDB_G0270584	DDB_G0270584	NA
chr1	3166724	3168412	-	DDB_G0269112	celB	NA
chr1	3170314	3174422	+	DDB_G0269624	mgp3	NA
chr1	3176439	3181124	+	DDB_G0269626	forE	NA
chr1	3181593	3183333	+	DDB_G0270586	DDB_G0270586	NA
chr1	3183487	3185815	-	DDB_G0269628	DDB_G0269628	putative protein serine%2Fthreonine kinase%3B similar to vertebrate Nek kinases which are involved in regulation of mitosis
chr1	3187028	3188197	-	DDB_G0269630	iliI	belongs to a superfamily of metalloenzymes%3B induced by %3Ci%3ELegionella pneumophila%3C%2Fi%3E infection
chr1	3189061	3189405	+	DDB_G0270588	DDB_G0270588	NA
chr1	3189743	3189948	-	DDB_G0295497	rnu2b	component of the spliceosome involved in pre-mRNA splicing
chr1	3190841	3195534	+	DDB_G0269632	irlD	the kinase domain is similar to yeast IRE1 kinase required for inositol phototrophy
chr1	3195968	3200425	+	DDB_G0270894	irlC	the kinase domain is similar to yeast IRE1 kinase required for inositol phototrophy%3B contains a SWIM Zn-finger domain
chr1	3201588	3202019	+	DDB_G0269634	DDB_G0269634	NA
chr1	3202239	3203453	-	DDB_G0269636	DDB_G0269636	NA
chr1	3204015	3204688	-	DDB_G0269638	dr1	similar to the mammalian down-regulator of transcription 1
chr1	3205382	3206294	-	DDB_G0269640	DDB_G0269640	NA
chr1	3206739	3208141	+	DDB_G0269642	mak16l	ortholog of S. cerevisiae MAK16 and mammalian RBM13%3B inyeast an essential nuclear protein%2C constituent of 66S pre-ribosomal particles
chr1	3209615	3211648	+	DDB_G0270590	DDB_G0270590	NA
chr1	3212380	3212770	+	DDB_G0270592	DDB_G0270592	NA
chr1	3214845	3216721	+	DDB_G0269644	DDB_G0269644	NA
chr1	3217078	3218041	-	DDB_G0269646	DDB_G0269646	NA
chr1	3218681	3219264	+	DDB_G0269648	DDB_G0269648	NA
chr1	3221057	3221731	-	DDB_G0270896	DDB_G0270896_RTE	ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr1	3222819	3222890	+	DDB_G0294735	tRNA-Thr-AGU-9	transfers a threonine residue to a growing polypeptide chain during protein synthesis%0A
chr1	3223232	3225869	-	DDB_G0270898	DDB_G0270898	NA
chr1	3226604	3229060	-	DDB_G0269180	rcdP	NA
chr1	3230494	3230637	-	DDB_G0269650	DDB_G0269650	NA
chr1	3231014	3232274	-	DDB_G0269652	DDB_G0269652	NA
chr1	3233164	3235474	+	DDB_G0269654	DDB_G0269654_ps	putative pseudogene%3B similar to D. discoideum gene %3Ca href%3D%22%2Fgene%2FDDB_G0269656%22%3EDDB_G0269656%3C%2Fa%3E
chr1	3235920	3238114	+	DDB_G0269656	DDB_G0269656	NA
chr1	3239824	3244143	+	DDB_G0270902	DDB_G0270902	NA
chr1	3244376	3246648	-	DDB_G0269108	catB	catalyzes the reaction 2H%3Csub%3E2%3C%2Fsub%3EO%3Csub%3E2%3C%2Fsub%3E %2B catalase %3D%3E 2H%3Csub%3E2%3C%2Fsub%3EO %2B O%3Csub%3E2%3C%2Fsub%3E%3B only expressed in post-aggregative development in prespore cells%3B regulated by the MADS-box transcription factor SrfA during development
chr1	3247124	3247418	-	DDB_G0270594	DDB_G0270594	NA
chr1	3247871	3248759	+	DDB_G0269658	DDB_G0269658	NA
chr1	3249734	3250465	-	DDB_G0270904	cyp508E1_ps	putative pseudogene%3B related to the cytochrome P450 family
chr1	3250824	3252752	-	DDB_G0270596	DDB_G0270596	NA
chr1	3253076	3254603	-	DDB_G0270598	DDB_G0270598	NA
chr1	3256805	3256877	-	DDB_G0294781	tRNA-Ile-AAU-5	transfers an isoleucine residue to a growing polypeptide chain during protein synthesis%0A
chr1	3257172	3257666	+	DDB_G0269662	DDB_G0269662_RTE	ORF2 protein fragment of tRNA-specific non-long terminal repeat retrotransposon TRE5-B%3B refer to GenBank AF298209 for consensus full-length element
chr1	3259661	3261385	+	DDB_G0269228	DDB_G0269228	NA
chr1	3261649	3263130	-	DDB_G0269196	tubB	NA
chr1	3265296	3266203	+	DDB_G0269664	DDB_G0269664	NA
chr1	3267307	3268805	+	DDB_G0269248	cf45-1	component of the counting factor complex%2C which includes CF60%2C CF50%2C CF45-1%2C and CtnA (countin)
